,carat,cut,color,clarity,depth,table,price,x,y,z
40262,0.53,Good,G,VS1,63.8,56.0,1591,5.17,5.11,3.28
40263,0.53,Very Good,F,VS2,62.7,57.0,1592,5.1,5.14,3.21
40264,0.5,Very Good,G,VS1,61.3,58.0,1592,5.03,5.09,3.1
40265,0.5,Very Good,G,VS1,62.9,55.0,1592,5.06,5.09,3.19
40266,0.57,Very Good,J,IF,59.8,59.0,1592,5.39,5.41,3.23
40267,0.55,Very Good,D,SI1,63.1,56.0,1593,5.19,5.22,3.28
40268,0.54,Very Good,D,SI1,60.0,59.8,1593,5.3,5.34,3.18
40269,0.55,Premium,I,VVS1,61.3,59.0,1593,5.27,5.3,3.24
40270,0.55,Ideal,I,VVS1,62.7,57.0,1593,5.17,5.23,3.26
40271,0.52,Ideal,H,VS2,61.5,55.0,1593,5.18,5.22,3.2
40272,0.52,Ideal,H,VS2,60.3,57.0,1593,5.21,5.23,3.15
40273,0.5,Premium,D,SI1,62.8,57.0,1593,5.08,5.05,3.18
40274,0.51,Ideal,F,SI1,61.1,55.0,1593,5.22,5.16,3.17
40275,0.5,Premium,E,SI1,59.9,58.0,1593,5.18,5.17,3.1
40276,0.51,Premium,E,SI1,61.5,58.0,1593,5.14,5.11,3.15
40277,0.52,Good,F,VS1,58.6,63.0,1594,5.27,5.34,3.11
40278,0.54,Ideal,E,SI1,61.5,56.0,1594,5.31,5.26,3.25
40279,0.59,Very Good,F,SI1,61.4,58.0,1595,5.39,5.45,3.33
40280,0.54,Ideal,D,SI1,62.6,55.0,1595,5.19,5.23,3.26
40281,0.54,Premium,D,SI1,62.3,60.0,1595,5.18,5.22,3.24
40282,0.52,Ideal,G,VS2,60.8,57.0,1595,5.19,5.21,3.16
40283,0.51,Ideal,F,VS2,62.0,56.0,1595,5.11,5.14,3.18
40284,0.51,Ideal,G,VS1,61.3,55.7,1595,5.15,5.18,3.16
40285,0.56,Premium,D,SI1,60.2,60.0,1595,5.38,5.33,3.22
40286,0.62,Premium,F,SI1,61.7,59.0,1595,5.51,5.48,3.39
40287,0.55,Ideal,E,VS2,62.0,55.0,1596,5.24,5.28,3.26
40288,0.55,Ideal,E,VS2,60.3,57.0,1596,5.28,5.3,3.19
40289,0.55,Ideal,E,VS2,59.8,57.0,1596,5.3,5.34,3.18
40290,0.6,Very Good,H,VS2,64.2,57.0,1597,5.27,5.32,3.4
40291,0.51,Premium,D,VS2,60.9,58.0,1597,5.14,5.18,3.14
40292,0.51,Very Good,D,VS2,62.9,56.0,1597,5.07,5.1,3.2
40293,0.58,Ideal,D,SI1,62.0,54.0,1597,5.36,5.39,3.33
40294,0.7,Premium,F,SI2,61.6,60.0,1597,5.78,5.68,3.53
40295,0.5,Very Good,H,VS1,61.6,57.0,1598,5.11,5.13,3.15
40296,0.5,Very Good,H,VS1,61.0,56.0,1598,5.1,5.13,3.12
40297,0.55,Ideal,F,SI1,61.7,56.4,1598,5.26,5.3,3.25
40298,0.53,Ideal,G,VS2,60.9,57.0,1598,5.25,5.26,3.2
40299,0.52,Ideal,H,VS1,62.0,56.0,1598,5.14,5.2,3.21
40300,0.55,Very Good,F,VS2,62.5,62.0,1599,5.2,5.24,3.26
40301,0.51,Very Good,D,VS2,63.7,55.0,1599,5.05,5.09,3.23
40302,0.51,Very Good,G,VS1,62.7,58.0,1599,5.05,5.09,3.18
40303,0.51,Ideal,G,VS1,61.4,54.0,1599,5.15,5.18,3.17
40304,0.51,Ideal,G,VS1,62.2,55.0,1599,5.13,5.16,3.2
40305,0.51,Ideal,G,VS1,61.6,54.0,1599,5.16,5.19,3.19
40306,0.6,Good,F,SI1,57.1,61.0,1599,5.68,5.57,3.21
40307,0.6,Very Good,F,SI1,63.2,57.0,1599,5.39,5.33,3.39
40308,0.9,Premium,H,I1,58.8,62.0,1599,6.32,6.26,3.7
40309,0.52,Ideal,D,SI1,61.8,57.0,1600,5.14,5.19,3.19
40310,0.52,Ideal,F,VS2,62.5,54.0,1600,5.14,5.17,3.22
40311,0.52,Ideal,D,SI1,62.7,56.0,1600,5.14,5.17,3.23
40312,0.52,Ideal,D,SI1,60.0,56.0,1600,5.19,5.24,3.13
40313,0.52,Ideal,D,SI1,62.2,57.0,1600,5.13,5.16,3.2
40314,0.52,Very Good,F,VS2,60.7,59.0,1600,5.14,5.18,3.13
40315,0.52,Ideal,D,SI1,62.4,57.0,1600,5.14,5.18,3.22
40316,0.54,Good,E,SI1,61.5,56.0,1600,5.22,5.26,3.23
40317,0.52,Premium,D,SI1,61.4,58.0,1600,5.16,5.19,3.18
40318,0.52,Ideal,D,SI1,61.5,55.0,1600,5.19,5.22,3.2
40319,0.52,Premium,F,VS2,62.1,59.0,1600,5.12,5.15,3.19
40320,0.52,Ideal,D,SI1,60.9,57.0,1600,5.17,5.21,3.16
40321,0.54,Premium,H,VS1,62.6,59.0,1600,5.19,5.22,3.26
40322,0.52,Premium,F,VS2,62.2,58.0,1600,5.12,5.17,3.2
40323,0.58,Ideal,H,VS2,62.4,58.0,1600,5.3,5.34,3.32
40324,0.51,Very Good,F,VS2,60.6,60.0,1601,5.18,5.22,3.15
40325,0.53,Very Good,D,VS2,63.2,56.0,1601,5.1,5.15,3.24
40326,0.52,Very Good,E,VS2,59.2,59.0,1601,5.23,5.27,3.11
40327,0.52,Very Good,E,VS1,63.4,54.0,1601,5.08,5.11,3.23
40328,0.5,Ideal,E,SI1,61.3,56.2,1601,5.12,5.14,3.15
40329,0.5,Ideal,G,VS2,62.2,54.1,1601,5.07,5.12,3.17
40330,0.6,Ideal,E,SI1,61.4,57.0,1601,5.52,5.46,3.37
40331,0.53,Ideal,H,VS1,61.2,56.0,1601,5.23,5.26,3.21
40332,0.5,Ideal,F,VS1,61.4,58.0,1601,5.07,5.12,3.13
40333,0.54,Good,E,SI1,59.9,63.0,1601,5.25,5.3,3.16
40334,0.5,Very Good,D,VS2,63.3,58.0,1602,5.03,5.05,3.19
40335,0.51,Fair,F,VS2,56.3,61.0,1602,5.34,5.29,2.99
40336,0.51,Premium,D,SI1,62.0,59.0,1602,5.15,5.11,3.18
40337,0.5,Very Good,G,VS1,61.9,59.0,1603,5.06,5.08,3.14
40338,0.5,Ideal,E,VS1,62.2,57.0,1603,5.1,5.13,3.18
40339,0.7,Very Good,I,SI2,60.9,59.0,1603,5.7,5.76,3.49
40340,0.5,Ideal,E,VS1,62.3,55.0,1603,5.09,5.12,3.18
40341,0.5,Very Good,E,VS1,63.9,55.0,1604,4.98,5.03,3.2
40342,0.51,Very Good,F,VS1,61.4,60.0,1604,5.07,5.13,3.13
40343,0.55,Ideal,G,VS2,61.2,56.8,1604,5.28,5.31,3.24
40344,0.53,Ideal,H,VS2,61.7,54.0,1604,5.23,5.2,3.22
40345,0.56,Premium,D,SI1,61.0,60.0,1605,5.28,5.25,3.21
40346,0.56,Very Good,G,VS2,62.6,58.0,1605,5.22,5.32,3.31
40347,0.5,Very Good,E,VS2,60.9,58.0,1605,5.14,5.17,3.14
40348,0.57,Very Good,H,VS2,61.7,54.8,1605,5.34,5.37,3.3
40349,0.56,Ideal,I,VVS1,60.8,57.0,1605,5.31,5.34,3.24
40350,0.54,Ideal,G,VS2,61.7,56.0,1605,5.21,5.24,3.23
40351,0.54,Ideal,G,VS2,61.2,56.0,1605,5.25,5.26,3.22
40352,0.51,Ideal,E,VS2,61.5,58.0,1605,5.12,5.15,3.16
40353,0.55,Ideal,G,SI1,61.9,57.0,1605,5.23,5.27,3.25
40354,0.55,Ideal,G,SI1,61.3,56.0,1605,5.26,5.31,3.24
40355,0.55,Ideal,G,SI1,61.7,55.0,1605,5.25,5.28,3.25
40356,0.52,Premium,F,VS2,62.5,58.0,1605,5.17,5.13,3.22
40357,0.52,Premium,F,VS2,61.4,62.0,1605,5.19,5.16,3.18
40358,0.52,Good,F,VS2,63.6,56.0,1605,5.12,5.07,3.24
40359,0.52,Ideal,F,VS2,63.0,56.0,1605,5.16,5.1,3.23
40360,0.52,Premium,F,VS2,61.8,59.0,1605,5.15,5.11,3.17
40361,0.52,Ideal,D,SI1,61.8,56.0,1605,5.18,5.15,3.19
40362,0.52,Premium,D,SI1,62.7,58.0,1605,5.2,5.16,3.25
40363,0.52,Premium,D,SI1,60.9,61.0,1605,5.15,5.13,3.13
40364,0.52,Good,D,SI1,63.9,58.0,1605,5.12,5.08,3.26
40365,0.52,Good,D,SI1,63.7,55.0,1605,5.12,5.09,3.25
40366,0.52,Ideal,D,SI1,62.9,56.0,1605,5.16,5.11,3.23
40367,0.52,Ideal,D,SI1,63.0,57.0,1605,5.14,5.12,3.23
40368,0.52,Very Good,D,SI1,63.3,58.0,1605,5.15,5.12,3.25
40369,0.52,Very Good,H,VVS2,61.7,63.0,1605,5.26,5.16,3.22
40370,0.57,Premium,J,VS1,62.2,58.0,1606,5.34,5.3,3.31
40371,0.57,Premium,J,VS1,60.6,59.0,1606,5.37,5.36,3.25
40372,0.5,Very Good,E,VS2,63.3,57.0,1606,5.1,5.07,3.22
40373,0.53,Ideal,E,VS2,62.5,57.0,1607,5.16,5.18,3.23
40374,0.53,Ideal,G,VS1,61.7,55.0,1607,5.18,5.22,3.21
40375,0.53,Very Good,G,VS1,61.9,57.0,1607,5.19,5.22,3.22
40376,0.53,Good,E,VS2,63.7,55.0,1607,5.12,5.15,3.27
40377,0.53,Very Good,E,VS2,58.3,62.0,1607,5.26,5.31,3.08
40378,0.53,Very Good,G,VS1,63.0,58.0,1607,5.15,5.17,3.25
40379,0.53,Ideal,E,VS2,62.0,55.0,1607,5.17,5.21,3.22
40380,0.53,Ideal,E,VS2,61.0,57.0,1607,5.23,5.26,3.2
40381,0.53,Ideal,G,VS1,61.6,57.0,1607,5.21,5.24,3.22
40382,0.53,Good,G,VS1,63.4,56.0,1607,5.1,5.15,3.25
40383,0.53,Very Good,E,VS2,61.4,55.0,1607,5.21,5.24,3.21
40384,0.53,Good,E,VS2,64.0,55.0,1607,5.11,5.14,3.28
40385,0.58,Ideal,D,SI2,60.9,56.0,1607,5.4,5.44,3.3
40386,0.59,Ideal,E,SI1,62.0,57.0,1607,5.36,5.39,3.33
40387,0.54,Ideal,D,SI1,62.1,55.0,1607,5.18,5.23,3.23
40388,0.53,Premium,H,VS1,60.5,57.0,1607,5.34,5.27,3.21
40389,0.53,Premium,I,VVS1,63.0,56.0,1607,5.19,5.13,3.25
40390,0.53,Ideal,H,VS1,61.7,56.0,1607,5.22,5.18,3.21
40391,0.53,Ideal,H,VS1,62.1,56.0,1607,5.21,5.19,3.23
40392,0.53,Ideal,H,VS1,61.2,56.0,1607,5.26,5.21,3.2
40393,0.53,Very Good,H,VS1,63.4,56.0,1607,5.16,5.13,3.26
40394,0.53,Premium,H,VS1,62.3,58.0,1607,5.17,5.13,3.21
40395,0.53,Ideal,H,VS1,61.3,57.0,1607,5.22,5.18,3.19
40396,0.53,Ideal,G,VS2,62.5,56.0,1607,5.2,5.17,3.24
40397,0.53,Ideal,G,VS2,62.5,55.0,1607,5.2,5.17,3.24
40398,0.53,Premium,G,VS2,61.2,57.0,1607,5.26,5.19,3.2
40399,0.53,Ideal,G,VS2,60.4,57.0,1607,5.27,5.23,3.17
40400,0.53,Premium,G,VS2,62.4,59.0,1607,5.16,5.13,3.21
40401,0.53,Premium,G,VS2,62.5,56.0,1607,5.19,5.18,3.24
40402,0.53,Ideal,G,VS2,61.8,56.0,1607,5.21,5.18,3.21
40403,0.53,Premium,G,VS2,62.0,58.0,1607,5.21,5.18,3.22
40404,0.53,Premium,G,VS2,62.6,58.0,1607,5.18,5.11,3.22
40405,0.53,Premium,E,SI1,61.9,56.0,1607,5.22,5.19,3.22
40406,0.53,Ideal,E,SI1,61.6,56.0,1607,5.23,5.19,3.21
40407,0.53,Ideal,E,SI1,62.0,55.0,1607,5.21,5.17,3.22
40408,0.53,Ideal,E,SI1,61.8,56.0,1607,5.21,5.17,3.21
40409,0.53,Ideal,E,SI1,62.0,56.0,1607,5.19,5.17,3.21
40410,0.53,Premium,E,SI1,60.0,60.0,1607,5.27,5.24,3.21
40411,0.53,Premium,G,VS2,60.7,59.0,1607,5.24,5.18,3.16
40412,0.5,Ideal,H,VVS2,60.3,58.0,1608,5.14,5.21,3.12
40413,0.5,Ideal,H,VVS2,60.4,55.0,1608,5.16,5.2,3.13
40414,0.57,Ideal,G,VS2,61.8,56.0,1608,5.3,5.35,3.29
40415,0.57,Very Good,G,VS2,62.6,55.0,1608,5.26,5.31,3.31
40416,0.57,Ideal,E,SI1,61.9,56.0,1608,5.32,5.35,3.3
40417,0.57,Ideal,G,VS2,61.8,57.0,1608,5.3,5.32,3.28
40418,0.57,Ideal,E,SI1,62.1,56.0,1608,5.3,5.33,3.3
40419,0.57,Very Good,G,VS2,62.1,57.0,1608,5.27,5.3,3.28
40420,0.57,Ideal,G,VS2,61.6,57.0,1608,5.32,5.36,3.29
40421,0.57,Premium,G,VS2,59.7,59.0,1608,5.37,5.41,3.22
40422,0.56,Ideal,E,VS1,62.7,56.0,1608,5.26,5.3,3.31
40423,0.56,Ideal,D,SI1,62.5,56.0,1608,5.24,5.28,3.29
40424,0.56,Ideal,F,VS2,62.3,55.0,1608,5.28,5.32,3.3
40425,0.57,Premium,E,SI1,61.4,58.0,1608,5.28,5.34,3.26
40426,0.57,Premium,I,VVS1,62.1,58.0,1608,5.25,5.32,3.28
40427,0.57,Ideal,I,VVS1,61.7,56.0,1608,5.31,5.35,3.29
40428,0.57,Very Good,E,SI1,60.3,57.0,1608,5.34,5.4,3.24
40429,0.57,Ideal,E,SI1,61.8,57.0,1608,5.28,5.33,3.28
40430,0.57,Very Good,G,VS2,62.8,57.0,1608,5.23,5.28,3.3
40431,0.58,Very Good,E,VS2,60.3,57.0,1608,5.41,5.44,3.27
40432,0.51,Ideal,E,VS2,62.1,54.0,1608,5.13,5.15,3.19
40433,0.54,Ideal,E,VS2,61.7,55.0,1609,5.23,5.2,3.22
40434,0.24,Very Good,D,VVS2,58.8,58.0,521,4.05,4.08,2.39
40435,0.24,Very Good,E,VVS1,60.6,59.0,521,4.0,4.02,2.43
40436,0.33,Premium,H,VS2,60.4,60.0,521,4.48,4.52,2.72
40437,0.28,Very Good,H,VVS2,62.7,54.0,522,4.16,4.19,2.61
40438,0.28,Very Good,H,VVS2,62.0,55.0,522,4.21,4.23,2.62
40439,0.28,Very Good,G,VVS2,61.4,55.0,522,4.21,4.24,2.59
40440,0.28,Very Good,G,VVS2,62.3,56.0,522,4.16,4.19,2.6
40441,0.28,Very Good,G,VVS2,61.1,56.0,522,4.25,4.27,2.6
40442,0.28,Very Good,G,VVS2,62.5,53.0,522,4.18,4.21,2.62
40443,0.28,Ideal,H,VVS2,62.0,57.0,522,4.21,4.24,2.62
40444,0.28,Ideal,G,VVS1,62.7,55.0,522,4.16,4.2,2.62
40445,0.35,Good,G,SI1,63.8,54.0,522,4.46,4.48,2.85
40446,0.35,Ideal,G,SI1,61.3,56.0,522,4.54,4.56,2.79
40447,0.35,Good,D,SI2,63.3,55.0,522,4.45,4.49,2.83
40448,0.35,Premium,G,SI1,60.3,60.0,522,4.57,4.59,2.76
40449,0.35,Ideal,D,SI2,62.2,56.0,522,4.52,4.55,2.82
40450,0.35,Ideal,D,SI2,61.8,57.0,522,4.53,4.57,2.81
40451,0.35,Premium,D,SI2,60.8,58.0,522,4.51,4.57,2.76
40452,0.35,Premium,D,SI2,62.3,58.0,522,4.48,4.54,2.81
40453,0.35,Good,G,SI1,63.4,56.0,522,4.46,4.5,2.84
40454,0.35,Ideal,D,SI2,62.4,55.0,522,4.53,4.54,2.83
40455,0.24,Ideal,I,VVS2,61.5,56.0,523,4.02,4.05,2.48
40456,0.36,Ideal,I,VS2,61.8,55.0,523,4.58,4.61,2.84
40457,0.36,Ideal,I,VS2,61.6,55.0,523,4.6,4.65,2.85
40458,0.36,Ideal,I,VS2,61.8,55.0,523,4.6,4.63,2.85
40459,0.32,Ideal,H,VS2,61.5,55.0,523,4.41,4.44,2.72
40460,0.32,Ideal,H,VS2,61.3,56.0,523,4.42,4.45,2.72
40461,0.32,Ideal,H,VS2,62.0,54.0,523,4.41,4.43,2.74
40462,0.55,Very Good,F,VS2,62.6,57.0,1609,5.19,5.23,3.26
40463,0.7,Very Good,J,SI2,63.6,56.0,1609,5.57,5.63,3.56
40464,0.49,Ideal,E,VS2,61.3,55.0,1609,5.11,5.13,3.14
40465,0.55,Ideal,E,SI1,62.5,56.0,1609,5.21,5.25,3.27
40466,0.55,Ideal,E,SI1,61.8,58.0,1609,5.24,5.28,3.25
40467,0.71,Ideal,J,SI1,62.6,57.0,1609,5.7,5.65,3.55
40468,0.71,Premium,J,SI2,60.7,59.0,1609,5.75,5.71,3.48
40469,0.72,Good,F,SI2,63.8,59.0,1609,5.64,5.58,3.58
40470,0.53,Very Good,F,VS2,60.5,55.0,1610,5.24,5.29,3.19
40471,0.53,Ideal,D,VS2,60.2,55.0,1610,5.26,5.3,3.18
40472,0.5,Premium,D,SI1,62.3,58.0,1610,5.08,5.07,3.16
40473,0.5,Premium,D,SI1,62.8,58.0,1610,5.06,5.03,3.17
40474,0.5,Ideal,D,SI1,62.1,57.0,1610,5.08,5.03,3.14
40475,0.73,Good,I,SI2,63.7,57.0,1610,5.76,5.67,3.63
40476,0.73,Premium,G,SI2,61.2,56.0,1610,5.76,5.67,3.5
40477,0.55,Ideal,D,SI1,61.3,56.0,1611,5.28,5.33,3.25
40478,0.5,Ideal,D,VS2,61.5,57.0,1612,5.07,5.11,3.13
40479,0.51,Very Good,E,VS2,61.4,56.0,1612,5.15,5.18,3.17
40480,0.51,Very Good,E,VS2,62.8,56.0,1612,5.11,5.14,3.22
40481,0.57,Ideal,F,VS2,61.3,57.0,1612,5.35,5.39,3.29
40482,0.56,Ideal,H,SI1,61.6,56.0,1612,5.29,5.33,3.27
40483,0.57,Ideal,G,VS2,60.7,55.0,1613,5.41,5.39,3.28
40484,0.6,Ideal,E,SI1,60.6,57.0,1613,5.43,5.47,3.3
40485,0.47,Good,E,VVS1,65.2,56.0,1613,4.86,4.89,3.18
40486,0.5,Good,F,VS1,61.4,61.0,1613,5.03,5.04,3.09
40487,0.5,Good,F,VS1,61.5,61.0,1613,5.01,5.07,3.1
40488,0.57,Good,G,VS2,64.1,55.0,1613,5.28,5.27,3.38
40489,0.57,Premium,H,VS1,61.7,58.0,1613,5.33,5.3,3.28
40490,0.57,Premium,E,SI1,59.4,58.0,1613,5.42,5.38,3.21
40491,0.57,Ideal,E,SI1,61.9,56.0,1613,5.33,5.3,3.29
40492,0.57,Ideal,E,SI1,61.2,57.0,1613,5.37,5.32,3.27
40493,0.57,Ideal,E,SI1,62.2,57.0,1613,5.33,5.31,3.31
40494,0.57,Ideal,E,SI1,62.2,55.0,1613,5.37,5.31,3.32
40495,0.56,Very Good,F,VS2,62.0,56.0,1614,5.2,5.22,3.23
40496,0.61,Premium,D,SI1,61.6,58.0,1614,5.37,5.34,3.3
40497,0.51,Premium,E,VS2,60.6,60.0,1614,5.2,5.19,3.15
40498,0.5,Ideal,E,VS2,61.4,55.0,1614,5.13,5.16,3.16
40499,0.5,Premium,D,VS2,61.3,59.0,1614,5.09,5.04,3.11
40500,0.62,Very Good,I,VVS2,61.3,58.8,1615,5.48,5.52,3.37
40501,0.62,Ideal,I,VVS2,62.6,57.0,1615,5.47,5.5,3.44
40502,0.5,Good,F,VS2,62.9,54.9,1615,5.08,5.12,3.21
40503,0.5,Very Good,F,VS2,61.4,59.0,1615,5.1,5.12,3.14
40504,0.53,Ideal,G,VS2,61.4,55.0,1615,5.23,5.26,3.22
40505,0.54,Ideal,F,VS2,61.0,56.0,1615,5.27,5.32,3.23
40506,0.48,Ideal,G,VS1,61.9,55.0,1615,5.02,5.06,3.12
40507,0.47,Very Good,F,VVS2,62.1,56.0,1616,4.96,4.99,3.09
40508,0.48,Very Good,E,VS1,59.1,62.0,1616,5.14,5.18,3.05
40509,0.51,Very Good,D,VS1,58.8,60.0,1616,5.18,5.26,3.07
40510,0.56,Ideal,I,VVS1,61.5,55.0,1616,5.33,5.37,3.29
40511,0.62,Ideal,H,VS2,61.2,54.0,1616,5.51,5.6,3.4
40512,0.56,Ideal,G,VS2,62.0,55.0,1616,5.28,5.33,3.29
40513,0.56,Ideal,H,VS1,61.8,55.0,1616,5.3,5.34,3.29
40514,0.47,Ideal,D,VS1,61.0,55.0,1617,5.03,5.01,3.06
40515,0.57,Very Good,G,VS2,62.2,60.0,1617,5.28,5.3,3.29
40516,0.57,Very Good,G,VS2,63.0,58.0,1617,5.24,5.27,3.31
40517,0.52,Ideal,E,VS2,62.1,57.0,1617,5.22,5.19,3.23
40518,0.55,Premium,F,SI1,61.9,59.0,1617,5.29,5.24,3.26
40519,0.5,Ideal,E,SI1,61.8,56.0,1617,5.11,5.07,3.14
40520,0.59,Very Good,G,VS2,61.5,59.0,1618,5.32,5.41,3.3
40521,0.52,Very Good,G,VS1,60.2,57.0,1618,5.22,5.26,3.15
40522,0.47,Ideal,G,VVS2,62.2,53.0,1618,5.0,5.04,3.12
40523,0.62,Ideal,H,SI1,61.4,56.0,1618,5.51,5.49,3.38
40524,0.53,Ideal,F,VS1,61.6,55.0,1619,5.21,5.24,3.22
40525,0.7,Very Good,J,SI1,62.0,56.0,1619,5.66,5.72,3.53
40526,0.56,Ideal,F,VS2,60.8,57.0,1619,5.35,5.42,3.28
40527,0.5,Ideal,E,VS1,62.2,56.0,1619,5.1,5.13,3.18
40528,0.54,Ideal,F,VS2,62.0,55.0,1619,5.26,5.23,3.25
40529,0.54,Good,D,SI1,64.1,55.0,1619,5.15,5.11,3.29
40530,0.52,Ideal,I,VVS1,62.0,55.0,1619,5.19,5.17,3.21
40531,0.52,Premium,I,VVS1,63.0,58.0,1619,5.12,5.1,3.22
40532,0.51,Ideal,F,VS2,59.2,56.0,1619,5.23,5.18,3.08
40533,0.51,Premium,F,VS2,61.4,58.0,1619,5.13,5.09,3.14
40534,0.51,Premium,D,SI1,62.2,58.0,1619,5.13,5.06,3.17
40535,0.51,Ideal,D,SI1,62.6,57.0,1619,5.11,5.08,3.19
40536,0.52,Premium,D,VS2,60.9,58.0,1619,5.22,5.16,3.16
40537,0.52,Ideal,F,VS2,61.8,55.4,1620,5.13,5.17,3.18
40538,0.59,Very Good,D,SI1,62.9,58.0,1621,5.31,5.34,3.35
40539,0.52,Very Good,E,VS2,62.8,55.0,1621,5.11,5.15,3.22
40540,0.52,Ideal,E,VS2,61.3,56.0,1621,5.17,5.21,3.18
40541,0.52,Ideal,E,VS2,62.4,57.0,1621,5.12,5.14,3.2
40542,0.53,Ideal,F,VS2,61.9,55.0,1621,5.2,5.23,3.23
40543,0.55,Ideal,E,SI1,61.6,56.0,1621,5.26,5.28,3.25
40544,0.55,Ideal,E,SI1,60.1,57.0,1621,5.36,5.38,3.22
40545,0.41,Ideal,F,IF,61.1,58.0,1621,4.82,4.84,2.95
40546,0.42,Ideal,D,VVS1,61.8,55.0,1621,4.85,4.83,2.99
40547,0.42,Ideal,D,VVS1,62.8,56.0,1621,4.8,4.76,3.0
40548,0.42,Ideal,D,VVS1,61.6,56.0,1621,4.82,4.79,2.96
40549,0.42,Ideal,D,VVS1,61.8,56.0,1621,4.82,4.79,2.97
40550,0.54,Ideal,F,VS2,62.8,57.0,1621,5.25,5.2,3.28
40551,0.7,Premium,H,I1,60.0,59.0,1621,5.8,5.77,3.47
40552,0.61,Very Good,D,SI1,62.4,59.0,1622,5.42,5.45,3.39
40553,0.56,Ideal,I,VVS1,61.1,55.0,1622,5.33,5.35,3.26
40554,0.59,Very Good,F,VS2,62.9,55.0,1622,5.32,5.39,3.37
40555,0.59,Ideal,G,VS2,62.9,56.0,1622,5.35,5.33,3.36
40556,0.52,Premium,E,VS2,60.6,58.0,1622,5.23,5.2,3.16
40557,0.52,Premium,G,VS1,59.1,60.0,1622,5.24,5.19,3.08
40558,0.59,Very Good,G,VS2,62.8,59.0,1623,5.28,5.33,3.33
40559,0.51,Ideal,D,VS2,61.8,54.0,1623,5.12,5.17,3.18
40560,0.5,Ideal,D,SI1,61.7,56.0,1623,5.16,5.11,3.17
40561,0.62,Very Good,E,SI2,58.8,63.0,1624,5.58,5.61,3.29
40562,0.5,Premium,E,VS2,61.3,60.0,1624,5.07,5.11,3.12
40563,0.5,Premium,E,VS2,61.4,58.0,1624,5.07,5.12,3.13
40564,0.5,Premium,E,VS2,61.8,58.0,1624,5.07,5.09,3.14
40565,0.5,Very Good,E,VS2,61.4,59.0,1624,5.09,5.13,3.14
40566,0.5,Ideal,E,VS2,62.2,54.0,1624,5.08,5.11,3.17
40567,0.5,Very Good,E,VS2,61.1,61.0,1624,5.11,5.13,3.13
40568,0.5,Ideal,G,VS1,62.3,55.0,1624,5.07,5.11,3.17
40569,0.5,Very Good,E,VS2,62.8,57.0,1624,5.04,5.12,3.19
40570,0.5,Ideal,E,VS2,61.8,55.0,1624,5.06,5.11,3.14
40571,0.5,Very Good,E,VS2,61.5,56.0,1624,5.07,5.11,3.13
40572,0.5,Premium,G,VS1,59.8,58.0,1624,5.15,5.19,3.09
40573,0.5,Very Good,G,VS1,59.4,60.0,1624,5.13,5.17,3.06
40574,0.5,Very Good,E,VS2,62.7,54.0,1624,5.07,5.1,3.19
40575,0.5,Premium,E,VS2,62.3,60.0,1624,5.05,5.09,3.16
40576,0.5,Ideal,E,VS2,61.5,57.0,1624,5.11,5.14,3.15
40577,0.5,Very Good,E,VS2,61.3,58.0,1624,5.06,5.12,3.12
40578,0.5,Very Good,E,VS2,61.8,58.0,1624,5.05,5.11,3.14
40579,0.5,Premium,G,VS1,62.2,59.0,1624,5.04,5.09,3.15
40580,0.5,Very Good,E,VS2,61.3,59.0,1624,5.05,5.1,3.11
40581,0.5,Premium,G,VS1,60.7,60.0,1624,5.09,5.12,3.1
40582,0.5,Premium,G,VS1,59.9,59.0,1624,5.12,5.16,3.08
40583,0.5,Ideal,E,VS2,60.0,57.0,1624,5.12,5.15,3.08
40584,0.5,Ideal,E,VS2,62.1,54.0,1624,5.11,5.13,3.18
40585,0.5,Very Good,G,VS1,61.0,59.0,1624,5.09,5.14,3.12
40586,0.5,Ideal,E,VS2,61.4,57.0,1624,5.08,5.11,3.13
40587,0.5,Ideal,E,VS2,62.2,55.0,1624,5.07,5.09,3.16
40588,0.5,Ideal,E,VS2,61.3,57.0,1624,5.13,5.15,3.15
40589,0.5,Ideal,G,VS1,62.0,55.0,1624,5.05,5.11,3.15
40590,0.5,Ideal,E,VS2,62.6,54.0,1624,5.08,5.11,3.19
40591,0.5,Premium,G,VS1,62.5,58.0,1624,5.07,5.11,3.18
40592,0.5,Premium,G,VS1,59.7,60.0,1624,5.11,5.14,3.06
40593,0.5,Very Good,E,VS2,62.9,59.0,1624,5.06,5.09,3.19
40594,0.5,Ideal,E,VS2,61.6,55.0,1624,5.09,5.14,3.15
40595,0.5,Very Good,G,VS1,62.1,55.0,1624,5.06,5.22,3.19
40596,0.5,Premium,G,VS1,62.5,60.0,1624,5.06,5.08,3.17
40597,0.52,Ideal,F,VS2,61.3,57.0,1624,5.22,5.19,3.19
40598,0.53,Ideal,F,VS1,61.5,56.0,1624,5.21,5.25,3.22
40599,0.39,Ideal,G,IF,60.1,57.0,1624,4.74,4.77,2.85
40600,0.55,Good,F,VS2,58.2,58.0,1624,5.42,5.46,3.16
40601,0.53,Good,F,VS1,61.8,62.8,1624,5.13,5.16,3.18
40602,0.52,Ideal,F,SI1,62.0,54.0,1624,5.19,5.16,3.21
40603,0.52,Ideal,F,SI1,61.8,55.0,1624,5.19,5.15,3.2
40604,0.51,Ideal,E,SI1,62.9,57.0,1624,5.1,5.09,3.2
